Item Type,Product ID,Product Name,Product Type,Product Code/SKU,Bin Picking Number,Brand Name,Option Set,Option Set Align,Product Description,Price,Cost Price,Retail Price,Sale Price,Fixed Shipping Cost,Free Shipping,Product Warranty,Product Weight,Product Width,Product Height,Product Depth,Allow Purchases?,Product Visible?,Product Availability,Track Inventory,Current Stock Level,Low Stock Level,Category,Product Image ID - 1,Product Image File - 1,Product Image Description - 1,Product Image Is Thumbnail - 1,Product Image Sort - 1,Product Image ID - 2,Product Image File - 2,Product Image Description - 2,Product Image Is Thumbnail - 2,Product Image Sort - 2,Search Keywords,Page Title,Meta Keywords,Meta Description,Product Condition,Show Product Condition?,Sort Order,Product Tax Class,Product UPC/EAN,Stop Processing Rules,Product URL,Redirect Old URL?,GPS Global Trade Item Number,GPS Manufacturer Part Number,GPS Gender,GPS Age Group,GPS Color,GPS Size,GPS Material,GPS Pattern,GPS Item Group ID,GPS Category,GPS Enabled,Tax Provider Tax Code,Product Custom Fields
Product,128,Maggi masala spicy noodles 560g - Test,P,28000943516,,,,Right,"<ul class=""a-unordered-list a-vertical a-spacing-none""> <li><span class=""a-list-item"">Masala Spicy</span></li> <li><span class=""a-list-item"">2-Minutes to Cook</span></li> <li><span class=""a-list-item"">Authentic Indian Noodles</span></li> </ul>",4,0,0,0,0,N,,560,0,0,0,Y,Y,,by product,84,10,Shop All;Ready to Eat,393,u/049/Maggi-Masala-Instant-Noodles-Vegetarian-560-g__60520.jpg,Maggi masala spicy noodles 560g,Y,0,,,,,,"Maggi masala spicy noodles , Maggi , Maggi masala, spicy noodles ,noodles , Maggi noodles",Maggi masala spicy noodles 560g,,,New,N,0,Default Tax Class,,N,/maggi-masala-spicy-noodles-560g/,,,,,,,,,,,,N,,
